_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,relevance,relevance:confidence,doc_title,passage,pid,qid,relevance_gold,statement,url
2011674152,False,finalized,3,11/16/2018 19:51:35,5,1.0,Principle of relativity,"In the framework of general relativity the Maxwell equations or the Einstein field equations have the same form in arbitrary frames of reference.Several principles of relativity have been successfully applied throughout science, whether implicitly (as in Newtonian mechanics) or explicitly (as in Albert Einstein's special relativity and general relativity).Certain principles of relativity have been widely assumed in most scientific disciplines.",Principle of relativity#2,11,,Albert Einstein is Known For Special relativity ,https://en.wikipedia.org/wiki/Principle of relativity
2011674153,False,finalized,3,11/16/2018 20:52:27,3,1.0,Natalia (given name),"Natalia Sedova, second wife of the Marxist theorist Leon Trotsky.Natalia Shelikova, Russian fur trader .Natalia Skobeeva, photographer and artist.",Natalia (given name)#37,56,,Leon Trotsky is Married To Aleksandra Sokolovskaya Leon Trotsky is Married To Natalia Sedova ,https://en.wikipedia.org/wiki/Natalia (given name)
2011674154,False,finalized,3,11/16/2018 21:38:41,0,0.6667,Royal Australian Air Force,"By the time the war ended, a total of 216,900 men and women served in the RAAF, of whom 10,562 were killed in action. Later the RAAF served in the Berlin Airlift, Korean War, Malayan Emergency, Indonesia–Malaysia Confrontation and Vietnam War. More recently, the RAAF has participated in operations in East Timor, the Iraq War, the War in Afghanistan, and the military intervention against the Islamic State of Iraq and the Levant (ISIL).",Royal Australian Air Force#8,25,,Australia participated In Vietnam War ,https://en.wikipedia.org/wiki/Royal Australian Air Force
2011674155,False,finalized,3,11/16/2018 19:18:10,5,1.0,Steven Logan,"From 2010 to 2012, he served as a United States Immigration Judge in the District of Arizona. From January 2012 until May 16, 2014 he served as a United States Magistrate Judge in the District of Arizona. On September 19, 2013, President Barack Obama nominated Logan to serve as a United States District Judge of the United States District Court for the District of Arizona.",Steven Logan#9,28,,Barack Obama is Leader Of United States ,https://en.wikipedia.org/wiki/Steven Logan
2011674156,False,finalized,3,11/16/2018 21:40:16,3,0.6747,Marie Curie,"Awards that she received include:Nobel Prize in Physics (1903, with her husband Pierre Curie and Henri Becquerel). Davy Medal (1903, with Pierre). Matteucci Medal (1904, with Pierre).",Marie Curie#225,54,,Henri Becquerel has Won Prize Nobel Prize Marie Curie has Won Prize Nobel Prize Irene Joliot-Curie has Won Prize Nobel Prize ,https://en.wikipedia.org/wiki/Marie Curie
2011674157,False,finalized,3,11/16/2018 21:45:17,0,0.6609999999999999,Architecture of Munich,"A landmark of modern Munich is also the architecture of its two large sport arenas. The Olympic Park with its stadium was built for the Munich 1972 Summer Olympics, inspired by dew-covered cobwebs. The Allianz Arena by Herzog & DeMeuron is located in the northern suburb of Fröttmaning.",Architecture of Munich#110,13,,Allianz Arena is Located In Munich ,https://en.wikipedia.org/wiki/Architecture of Munich
2011674158,False,finalized,3,11/16/2018 19:39:43,0,1.0,United State of Women Summit,"Michelle Obama, First Lady of the United States. Joe Biden, Vice President of the United States. Valerie Jarrett, Senior Advisor to the President.",United State of Women Summit#9,42,,Joe Biden is Married To Jill Biden ,https://en.wikipedia.org/wiki/United State of Women Summit
2011674159,False,finalized,3,11/16/2018 21:45:01,3,0.6645,Outline of Albert Einstein,List of things named after Albert Einstein. Einstein Papers Project. The Einstein Theory of Relativity (1923 documentary).,Outline of Albert Einstein#49,10,,Albert Einstein is Known For Special relativity Albert Einstein is Known For General relativity ,https://en.wikipedia.org/wiki/Outline of Albert Einstein
2011674160,False,finalized,3,11/16/2018 21:19:51,3,0.6641,Relativity priority dispute,"Einstein refers to Poincaré in connection with the inertia of energy in 1906 and the non-Euclidean geometry in 1921, but not in connection with the Lorentz transformation, the relativity principle or the synchronisation procedure by light signals. However, in the last years before his death Einstein acknowledged some of Poincaré's contributions (according to Darrigol, maybe because his biographer Pais in 1950 sent Einstein a copy of Poincarè's Palermo paper, which he said that he had not read before). Einstein wrote in 1953:Kip Thorne concludes, in remarks based on Hilbert's 1924 paper, that Hilbert regarded the General Theory of relativity as Einstein's: ""Quite naturally, and in accord with Hilbert's view of things, the resulting law of warpage was quickly given the name the Einstein field equation rather than being named after Hilbert.",Relativity priority dispute#135,10,,Albert Einstein is Known For Special relativity Albert Einstein is Known For General relativity ,https://en.wikipedia.org/wiki/Relativity priority dispute
2011674161,False,finalized,3,11/19/2018 18:24:28,0,0.6667,Vietnam War,"It is also called Chiến tranh Việt Nam (The Vietnam War). The primary military organizations involved in the war were, on one side, the Army of the Republic of Vietnam (ARVN) and the United States armed forces, and, on the other side, the People's Army of Vietnam (PAVN) (more commonly called the North Vietnamese Army, or NVA, in English-language sources), and the National Front for the Liberation of South Vietnam (NLF, more commonly known as the Viet Cong in English language sources), a South Vietnamese communist guerrilla force. Daniel Ellsberg contends that U.S. participation in Vietnam had begun in 1945 when it gave support to a French effort to reconquer its colony in Vietnam, a nation which had just declared independence in August 1945.",Vietnam War#43,25,,Australia participated In Vietnam War ,https://en.wikipedia.org/wiki/Vietnam War
2011674162,False,finalized,3,11/16/2018 19:54:40,5,1.0,Second inauguration of Boris Yeltsin,"After the twelfth stroke Kremlin chimes, appeared in the hall President Boris Yeltsin.The first speech was made by the Chairman of the Central Election Commission of Russia Nikolai Ryabov, in his speech he congratulated Boris Yeltsin, announced that Yeltsin was popularly re-elected President of Russia for a second term and he declared that the elections were fair and democratic.At the end of the speech Ryabov gave Yeltsin a certificate of the Russian President.",Second inauguration of Boris Yeltsin#6,30,,Boris Yeltsin is Leader Of Russia ,https://en.wikipedia.org/wiki/Second inauguration of Boris Yeltsin
2011674163,False,finalized,3,11/16/2018 21:08:52,0,0.6667,Relativity priority dispute,"After that, Brown develops his own dynamical interpretation of special relativity as opposed to the kinematical approach of Einstein's 1905 paper (although he says that this dynamical view is already contained in Einstein's 1905-paper, masqueraded in the language of kinematics"", p. 82), and the modern understanding of space-time. Roger Cerf (2006) gave priority to Einstein for developing special relativity, and criticized the assertions of Leveugle and others concerning the priority of Poincaré. While Cerf agreed that Poincaré made important contributions to relativity, he argued (following Pais) that Poincaré ""stopped short before the crucial step"" because he handled length contraction as a ""third hypothesis"", therefore Poincaré lacked a complete understanding of the basic principles of relativity.",Relativity priority dispute#327,8,,Albert Einstein is Known For General relativity ,https://en.wikipedia.org/wiki/Relativity priority dispute
2011674164,False,finalized,3,11/16/2018 21:06:47,5,0.6724,James Garner,"In addition to a major recurring role during the last part of the run of TV series Chicago Hope, Garner also starred in two short-lived series, the animated God, the Devil and Bob and First Monday, in which he played a Supreme Court justice. In 2000, after an operation to replace both knees, Garner appeared with Clint Eastwood, who had played a villain in the original Maverick series in the episode ""Duel at Sundown,"" as astronauts in the movie Space Cowboys, also featuring Tommy Lee Jones and Donald Sutherland. In 2001, Garner voiced Commander Rourke in Atlantis: The Lost Empire.",James Garner#133,32,,Clint Eastwood acted In Space Cowboys ,https://en.wikipedia.org/wiki/James Garner
2011674165,False,finalized,3,11/16/2018 19:47:55,5,0.6645,Jack Brooks (American politician),"No prefix or suffix.""On November 22, 1963, Brooks was in the motorcade carrying U.S. President John F. Kennedy and First Lady Jackie Kennedy through downtown Dallas, Texas, when Kennedy was assassinated.Brooks was a contemporary of Lyndon B. Johnson, who was a U.S. Senator before becoming Vice-President to Kennedy.",Jack Brooks (American politician)#36,46,,John F. Kennedy died On Date 1963-11-22 John F. Kennedy died In Dallas ,https://en.wikipedia.org/wiki/Jack Brooks (American politician)
2011674166,False,finalized,3,11/16/2018 19:40:29,0,1.0,Barack Obama on social media,"On June 17, 2008, after Hillary Clinton ended her campaign, number of followers of Barack Obama's Facebook account increased to one million.Meanwhile, in addition to Facebook accounts of Barack and Michelle Obama and Joe Biden, the Obama team created ten more Facebook accounts for ""specific demographics, such as Veterans for Obama, Women for Obama, and African Americans for Obama.""President Barack Obama made a surprise half-hour visit to the social news website Reddit on August 29, 2012.",Barack Obama on social media#70,27,,Barack Obama is Married To Michelle Obama ,https://en.wikipedia.org/wiki/Barack Obama on social media
2011674167,False,finalized,3,11/16/2018 19:23:39,0,0.6668,Luis Enrique Camejo,"2001 Handmade, Gallery Acacia, Havana, Cuba.1999 Juntos pero no revueltos, Gallery Havana, Havana, Cuba.2008 De Pinar… Epílogo visual, Galería Collage, Havana, Cuba.",Luis Enrique Camejo#33,37,,Cuba has Capital Havana ,https://en.wikipedia.org/wiki/Luis Enrique Camejo
2011674168,False,finalized,3,11/16/2018 21:26:16,5,1.0,The Bridges of Madison County,"The book debuted on the New York Times bestseller list in August 1992 and slowly climbed to number 1, and remained on the list for over three years (164 consecutive weeks), through October 8, 1995.The Bridges of Madison County was made into a 1995 film of the same name, adapted by Richard LaGravenese and directed by Clint Eastwood.It stars Eastwood and Meryl Streep.",The Bridges of Madison County#15,33,,Clint Eastwood acted In The Bridges of Madison County ,https://en.wikipedia.org/wiki/The Bridges of Madison County
2011674169,False,finalized,3,11/19/2018 17:47:33,0,0.6646,"Boris Yeltsin presidential campaign, 1996","However, at the same time as the constitutional referendum, the pro-Yeltsin and pro-reform Russia's Choice party fared disastrously in the legislative elections. Russia's Choice might have seen their prospects harmed by Yeltsin's own refusal to officially align himself with or endorse the party. A reason for Yeltsin's refusal to voice his support of the party might have been a desire of Yeltsin's to continue to separate himself from partisan politics, while another reason might have been tension between Yeltsin and key members of the Russia's Choice party such as Yegor Gaidar and Boris Fyodorov.","Boris Yeltsin presidential campaign, 1996#27",30,,Boris Yeltsin is Leader Of Russia ,"https://en.wikipedia.org/wiki/Boris Yeltsin presidential campaign, 1996"
2011674170,False,finalized,3,11/19/2018 18:02:55,0,1.0,Political families of Haryana,"Madam Premlata, Wife of Ch Birender Singh,Social Activist,MLA Uchana Kalan. The Hooda Family  Ranbir Singh Hooda, Freedom Fighter, Member of Constituent Assembly, Member of Lok Sabha & Rajya Sabha, Ex-Minister of Punjab & Haryana Bhupinder Singh Hooda, Ex Chief Minister of Haryana, former President of Haryana Congress, former Leader of Opposition (Haryana) Deepender Singh Hooda, Member Lok Sabha, member of Congress Young Brigade. Devi Lal CLAN  Devi Lal, Ex-Deputy Prime Minister of India Om Prakash Chautala, Ex-Chief Minister Haryana, President of INLD.",Political families of Haryana#4,28,,Barack Obama is Leader Of United States ,https://en.wikipedia.org/wiki/Political families of Haryana
2011674171,False,finalized,3,11/16/2018 20:07:06,3,1.0,Afghanistan–France relations,"For the next 25 years, relations between both nations became nearly nonexistent due to the fact that when the Soviets withdrew from Afghanistan in 1989, the Taliban soon came to power and governed the country until 2002 when NATO forces invaded the country after the September 11 attacks in New York City.Since the NATO led War in Afghanistan, France has participated in multiple military excursions and battles throughout the country.In 2002, France re-established diplomatic relations with the Afghan government under President Hamid Karzai.",Afghanistan–France relations#11,50,,France participated In War in Afghanistan Germany participated In War in Afghanistan United States participated In War in Afghanistan Taliban participated In War in Afghanistan ,https://en.wikipedia.org/wiki/Afghanistan–France relations
2011674172,False,finalized,3,11/16/2018 21:09:41,0,1.0,Schwarzenegger (surname),"Katherine Schwarzenegger (born 1989), American author, daughter of Arnold Schwarzenegger.Patrick Schwarzenegger (born 1993), American entrepreneur, actor and model, son of Arnold Schwarzenegger.Patrick M. Knapp Schwarzenegger (born 1968), Austrian-American lawyer, son of Meinhard Schwarzenegger, nephew of Arnold Schwarzenegger.",Schwarzenegger (surname)#5,21,,Arnold Schwarzenegger is Politician Of California ,https://en.wikipedia.org/wiki/Schwarzenegger (surname)
2011674173,False,finalized,3,11/16/2018 20:26:41,0,1.0,G. Kathleen Hill,"She was nominated by President Barack Obama on July 8, 2015, and confirmed by the Senate on December 9, 2015. Hill is the daughter of Mary Anne Girod Hill and Curtis Ray Hill. She earned a B.A. from the University of Denver and an M.A. from Columbia University.",G. Kathleen Hill#1,26,,Barack Obama graduated From Columbia University ,https://en.wikipedia.org/wiki/G. Kathleen Hill
2011674174,False,finalized,3,11/16/2018 21:22:40,0,1.0,Ali Khamenei,"Various lists were proposed and Khamenei was named in all of them. For instance, a council of three members, Ali Meshkini, Mousavi Ardebili and Khamenei, was proposed to lead Iran. According to Rafsanjani, he and Khamenei were against the proposal while Ayatollah Haeri Shirazi and Ayatollah Ebrahim Amini were in favor of it.",Ali Khamenei#89,14,,Ali Khamenei is Leader Of Iran ,https://en.wikipedia.org/wiki/Ali Khamenei
2011674175,False,finalized,3,11/16/2018 20:58:27,0,1.0,Zulfikar Ali Bhutto,"Munir Ahmad Khan and Ishfaq Ahmad believed that since PAEC had acquired most of the detailed plans, work, plans, and materials, the PAEC, based on that 95% work, could build the plutonium reprocessing reactors on its own, Pakistan should stick to its original plan, the plutonium route.Bhutto did not disagree but saw an advantage in establishing another parallel programme, the uranium enrichment programme under Abdul Qadeer Khan.Both Munir Khan and Ahmed had shown their concern over on Abdul Qadeer Khan's suspected activities but Bhutto backed Khan when Bhutto maintained that: ""No less than any other nation did what Abdul Qadeer Khan (is) doing; the Soviets and Chinese; the British and the French; the Indians and the Israelis; stole the nuclear weapons designs previously in the past and no one questioned them but rather tend to be quiet.",Zulfikar Ali Bhutto#220,2,,Abdul Qadeer Khan is Citizen Of Pakistan ,https://en.wikipedia.org/wiki/Zulfikar Ali Bhutto
2011674176,False,finalized,3,11/19/2018 19:26:50,5,1.0,David Titus,"David Titus is a California Republican Party leader. In 2005, he was appointed by California Governor Arnold Schwarzenegger as Deputy Director for the California Department of Forestry and Fire Protection. From 1996 to 2004, Titus served as the Chief of Staff to California State Senator Rico Oller.",David Titus#0,19,,Arnold Schwarzenegger is Leader Of California ,https://en.wikipedia.org/wiki/David Titus
2011674177,False,finalized,3,11/16/2018 21:15:43,0,1.0,Timeline of the presidency of Bill Clinton,"November 6 – President Clinton attends the dedication ceremony for the Northwest Arkansas Regional Airport in Highfill, Arkansas. November 6 – In a statement, President Clinton says the retirement announcement of New York Senator Daniel Moynihan ""comes as sad news for all of us who have worked with him and learned from him during his long career of public service."" .",Timeline of the presidency of Bill Clinton#1710,35,,Bill Clinton was Born In Hope Arkansas ,https://en.wikipedia.org/wiki/Timeline of the presidency of Bill Clinton
2011674179,False,finalized,3,11/19/2018 17:50:38,0,0.6667,Frankenstein in popular culture,"Baron Frankenstein (played by Dennis Price) revives Count Dracula (Howard Vernon) in order to enslave an army of vampires to help his monster (Fred Harrison) conquer the world. 1972: Franco followed up his Dracula/Frankenstein effort with The Erotic Rites of Frankenstein (also known as The Curse of Frankenstein, but bearing no relation to the Hammer film). Here, Baron Frankenstein (Dennis Price again) is killed off early on by minions of the evil Count Cagliostro (Howard Vernon), who wants to use the monster in his plots to rule the world.",Frankenstein in popular culture#96,55,,Mel Brooks directed Blazing Saddles Mel Brooks directed Young Frankenstein ,https://en.wikipedia.org/wiki/Frankenstein in popular culture
2011674180,False,finalized,3,11/16/2018 21:39:48,0,0.6689,Bush family,Honorary Knight Grand Cross of the Order of the Bath - George H. W. Bush.Commander of the Order of St John - William H. T. Bush.USS George H.W. Bush commissioned in 2009 - George H.W. Bush.,Bush family#105,40,,George H. W. Bush graduated From Yale University ,https://en.wikipedia.org/wiki/Bush family
2011674181,False,finalized,3,11/16/2018 20:54:16,5,1.0,Douar,? The municipality of Douar is located in the Kaza of Matn one of is one of the eight mohafazats (governorates) of Lebanon. Douar is away from Beyrouth (Beirut) the capital of Lebanon.,Douar#2,45,,Lebanon has Capital Beirut ,https://en.wikipedia.org/wiki/Douar
2011674182,False,finalized,3,11/16/2018 18:06:00,5,1.0,Second inauguration of Boris Yeltsin,"Then, a speech made by the Chairman of the Constitutional Court Vladimir Tumanov, who also congratulated Yeltsin announced electoral integrity and urged the President took the oath.After Boris Yeltsin took the oath, he sounded Anthem of Russia, and a copy of the Standard of the President of Russia was raised over the Kremlin Senate.Thereafter, Chairman of the Federation Council Yegor Stroyev, put on the symbol of Presidential power on Boris Yeltsin.",Second inauguration of Boris Yeltsin#9,30,,Boris Yeltsin is Leader Of Russia ,https://en.wikipedia.org/wiki/Second inauguration of Boris Yeltsin
2011674183,False,finalized,3,11/16/2018 21:37:42,3,0.6639,Taliban insurgency,"The Taliban insurgency began shortly after the group's fall from power following the 2001 War in Afghanistan. The Taliban forces are fighting against the Afghan government, formerly led by President Hamid Karzai, now led by President Ashraf Ghani, and against the US-led International Security Assistance Force (ISAF). The insurgency has spread to some degree over the Durand Line border to neighboring Pakistan, in particular the Waziristan region and Khyber Pakhtunkhwa.",Taliban insurgency#0,50,,France participated In War in Afghanistan Germany participated In War in Afghanistan United States participated In War in Afghanistan Taliban participated In War in Afghanistan ,https://en.wikipedia.org/wiki/Taliban insurgency
2011674184,False,finalized,3,11/16/2018 21:41:52,0,1.0,Jacques Servier,Grand Officer (25 March 2002; by President Jacques Chirac). Grand Cross (31 December 2008; by President Nicolas Sarkozy). National Order of MeritOfficer (1981).,Jacques Servier#8,41,,Jacques Chirac influences Nicolas Sarkozy ,https://en.wikipedia.org/wiki/Jacques Servier
2011674185,False,finalized,3,11/16/2018 19:36:04,0,1.0,Aleksandr Solzhenitsyn,"Russian and world leaders paid tribute to Solzhenitsyn following his death. supports explorations into the life and writings of the author and hosts the official English-language site dedicated Aleksandr Solzhenitsyn. The center strives to advance the legacy of Aleksandr Solzhenitsyn in the English-speaking world through the promotion of a better understanding of his life, thought, and works.",Aleksandr Solzhenitsyn#158,15,,Aleksandr Solzhenitsyn created The Gulag Archipelago ,https://en.wikipedia.org/wiki/Aleksandr Solzhenitsyn
2011674186,False,finalized,3,11/16/2018 19:26:12,3,1.0,"Spring Green, Wisconsin","The Spring Green Home News. Svetlana Alliluyeva, daughter of Soviet dictator Joseph Stalin. Anne Baxter, Academy Award-winning actress.","Spring Green, Wisconsin#45",44,,Joseph Stalin has Child Svetlana Alliluyeva Joseph Stalin has Child Yakov Dzhugashvili ,"https://en.wikipedia.org/wiki/Spring Green, Wisconsin"
2011674187,False,finalized,3,11/16/2018 21:31:20,5,0.6638,2004 in LGBT rights,"25 – California governor Arnold Schwarzenegger signs ""AB 2900,"" a bill to unify all state anti-discrimination codes to match the California Fair Employment and Housing Act.In essence it adds ""sexual orientation"" and ""gender identity"" anti-discrimination protections to the California government, labor, military and veterans, public utilities, unemployment and insurance, and welfare and institutions codes.27 – California governor Arnold Schwarzenegger signs ""SB 1193,"" a bill to provide a $10,000 death benefit to the surviving spouse or designated beneficiary of a member of one of the state military reserves (California National Guard, State Military Reserve, or Naval militia).",2004 in LGBT rights#97,21,,Arnold Schwarzenegger is Politician Of California ,https://en.wikipedia.org/wiki/2004 in LGBT rights
2011674188,False,finalized,3,11/19/2018 17:50:52,0,0.675,21st century in literature,2007 – The Brief Wondrous Life of Oscar Wao by Junot Díaz; A Thousand Splendid Suns by Khaled Hosseini; On Chesil Beach by Ian McEwan;   Nobel Prize: Doris Lessing. 2008 – 2666: A Novel by Roberto Bolaño; Feuchtgebiete by Charlotte Roche;   Nobel Prize: J. M. G. Le Clézio. 2009 – The Humbling by Philip Roth; Wolf Hall by Hilary Mantel;   Nobel Prize: Herta Müller.,21st century in literature#8,53,,Harold Pinter has Won Prize Nobel Prize Elfriede Jelinek has Won Prize Nobel Prize ,https://en.wikipedia.org/wiki/21st century in literature
2011674190,False,finalized,3,11/16/2018 22:05:38,5,0.6667,Supreme Leader of Iran,"The current longtime Supreme Leader of Iran, Ali Khamenei, has been issuing decrees and making the final decisions on economy, environment, foreign policy, education, national planning, and everything else in Iran.Khamenei also makes the final decisions on the amount of transparency in elections in Iran, and has fired and reinstated Presidential cabinet appointments.The Supreme Leader Ali Khamenei directly chooses the ministers of Defense, Intelligence and Foreign Affairs, as well as certain other ministries, such as the Science Ministry.",Supreme Leader of Iran#2,14,,Ali Khamenei is Leader Of Iran ,https://en.wikipedia.org/wiki/Supreme Leader of Iran
2011674191,False,finalized,3,11/16/2018 19:20:18,5,1.0,Jonathan Singletary Dunham,"Ann Dunham (1942–1995), American anthropologist and mother of Barack Obama. Barack Obama (1961–), 44th President of the United States. Malia and Sasha Obama (born 1998 / 2001).",Jonathan Singletary Dunham#21,28,,Barack Obama is Leader Of United States ,https://en.wikipedia.org/wiki/Jonathan Singletary Dunham
2011674192,False,finalized,3,11/16/2018 22:14:31,0,0.6667,Nicolas Sarkozy,"Chirac pointed out that Sarkozy had been chosen as presidential candidate for the ruling UMP party, and said: ""So it is totally natural that I give him my vote and my support."" To focus on his campaign, Sarkozy stepped down as interior minister on 26 March. During the campaign, rival candidates had accused Sarkozy of being a ""candidate for brutality"" and of presenting hard-line views about France's future.",Nicolas Sarkozy#138,41,,Jacques Chirac influences Nicolas Sarkozy ,https://en.wikipedia.org/wiki/Nicolas Sarkozy
2011674193,False,finalized,3,11/16/2018 20:08:05,5,1.0,1945 in literature,R. K. Narayan – The English Teacher. George Orwell – Animal Farm. Gabrielle Roy – Bonheur d'occasion (The Tin Flute).,1945 in literature#75,39,,George Orwell created Animal Farm ,https://en.wikipedia.org/wiki/1945 in literature
2011674194,False,finalized,3,11/16/2018 21:26:44,0,0.6667,Archipelago (disambiguation),"In filmArchipelago (film), a 2010 British film by Joanna Hogg. In literatureDer Archipelagus (""The Archipelago"") is a hymn written by Friedrich Hölderlin. The Gulag Archipelago, a novel about the Soviet slave labor and concentration camp system by Aleksandr Solzhenitsyn.",Archipelago (disambiguation)#6,15,,Aleksandr Solzhenitsyn created The Gulag Archipelago ,https://en.wikipedia.org/wiki/Archipelago (disambiguation)
2011674195,False,finalized,3,11/16/2018 20:20:07,0,1.0,Harold Pinter bibliography,"10th Edition of the Europe Theatre Prize to Harold Pinter (""X Premio Europa per il teatro a Harold Pinter""). premio-europa.org. Europe Theatre Prize, Turin, Italy, 8–12 March 2006.",Harold Pinter bibliography#1247,53,,Harold Pinter has Won Prize Nobel Prize Elfriede Jelinek has Won Prize Nobel Prize ,https://en.wikipedia.org/wiki/Harold Pinter bibliography
2011674196,False,finalized,3,11/16/2018 20:57:26,0,1.0,Albert Einstein,"In 1924, Einstein received a description of a statistical model from Indian physicist Satyendra Nath Bose, based on a counting method that assumed that light could be understood as a gas of indistinguishable particles. Einstein noted that Bose's statistics applied to some atoms as well as to the proposed light particles, and submitted his translation of Bose's paper to the Zeitschrift für Physik. Einstein also published his own articles describing the model and its implications, among them the Bose–Einstein condensate phenomenon that some particulates should appear at very low temperatures.",Albert Einstein#362,6,,Albert Einstein was Born On Date 1879-03-14 ,https://en.wikipedia.org/wiki/Albert Einstein
2011674197,False,finalized,3,11/16/2018 21:07:44,5,0.6667,Theory of relativity,"The theory of relativity usually encompasses two interrelated theories by Albert Einstein: special relativity and general relativity.Special relativity applies to elementary particles and their interactions, describing all their physical phenomena except gravity.General relativity explains the law of gravitation and its relation to other forces of nature.",Theory of relativity#0,11,,Albert Einstein is Known For Special relativity ,https://en.wikipedia.org/wiki/Theory of relativity
2011674198,False,finalized,3,11/19/2018 17:47:02,3,1.0,Technology in science fiction,"1905: Albert Einstein Proposes Special theory of Relativity.1905: Albert Einstein's special theory of relativity shows that space and time are relative, not absolute, and that time is actually a fourth dimension within what he calls ""space-time."".",Technology in science fiction#151,10,,Albert Einstein is Known For Special relativity Albert Einstein is Known For General relativity ,https://en.wikipedia.org/wiki/Technology in science fiction
2011674199,False,finalized,3,11/16/2018 21:14:21,5,1.0,1945,"Adolf Hitler marries his longtime mistress Eva Braun in a closed civil ceremony in the Berlin Führerbunker and signs his last will and testament.April 30 – Death of Adolf Hitler: Adolf Hitler and his wife of one day, Eva Braun, commit suicide as the Red Army approaches the Führerbunker in Berlin.Großadmiral Karl Dönitz succeeds Hitler as President of Germany (Reichspräsident) and Joseph Goebbels succeeds as Chancellor of Germany (Reichskanzler), in accordance with Hitler's political testament of the previous day.",1945#164,4,,Adolf Hitler is Leader Of Germany ,https://en.wikipedia.org/wiki/1945
2011674200,False,finalized,3,11/16/2018 19:14:20,0,1.0,Carlos Trillo Name,"He was a member of the ""Espacio 5"" (Pedro de Orá, Raimundo García, Carlos Trillo Name, Félix Beltrán, Raul Santos Serpa y Juan T. Vázquez Martín) a Cuban artistic movement.Some of his individual exhibitions have been: Trillo Expone en el Lyceum (1967), Lyceum and Lawn Tennis Club, Havana, Cuba; Trillo Quince Texturas (1970), Galeria MINSAP, Havana, Cuba; Carlos Trillo Expone (1972), Galeria UNEAC, Havana, Cuba; Ocres y Azules, Carlos Trillo (1974), Biblioteca Nacional José Martí, Havana, Cuba; Trillo Pinturas (1980), Casa de la Cultura de Plaza, Havana, Cuba; Manhattan 97 (1998), Hotel Tryp Habana Libre, Havana, Cuba; and Manhattan 9/11 y Despues (2007), Galeria La Aracia, Havana, Cuba.His painting has been part of many collective exhibitions, among them: Exposicion de Pintura (1966) at the Galeria del Instituto Nacional de Turismo, Havana, Cuba; Pintores Cubanos (1982) at the Galeria IAO in the Universidad Veracruzana, Veracruz, Mexico; Por la Libertad y La Aministia Total (1984) at the Centro Culteral de Conde de Duque in Madrid, Spain, Maison des Sciences de L'Homme, Paris, France, Instituto de Bellas Artes, Mexico City, Mexico; Contemporary Cuban Art (1994) at the Westbeth Gallery, New York City; Cuban Art: The last 60 Years (1994) at Pan-American Gallery, Dallas, Texas; and Cuba Art and Soul (2007) Galeria El Museo, Santa Fe, New Mexico.",Carlos Trillo Name#4,37,,Cuba has Capital Havana ,https://en.wikipedia.org/wiki/Carlos Trillo Name
2011674201,False,finalized,3,11/16/2018 20:48:47,0,1.0,Timeline of the presidency of Bill Clinton,"April 22 – In a statement, President Clinton commends the House Commerce Committee for releasing documents relating to the tobacco industry documents and states his commitment ""to working with legislative leaders on both sides of the aisle, in both the House and the Senate, to enact a comprehensive bill to stop young Americans from smoking before they start--a bill that raises the price of cigarettes, puts into place tough restrictions on advertising and access, imposes penalties on the industry if it continues to sell cigarettes to children, and ensures that the FDA has authority to regulate tobacco products."" . April 22 – In a statement, President Clinton notes the release of a report on the cost of the Quality Commission's Patients' Bill of Rights by the Kaiser Family Foundation and says it ""reaffirms recent estimates by the CBO that these protections would increase health insurance premiums less than one percent (less than $3 per family per month).""",Timeline of the presidency of Bill Clinton#1164,29,,Bill Clinton graduated From Georgetown University ,https://en.wikipedia.org/wiki/Timeline of the presidency of Bill Clinton
2011674202,False,finalized,3,11/16/2018 20:05:15,5,1.0,Leon Stanislaw Jablecki,"At the time, the University of Zurich (ETH Zurich) was the premier institution of higher learning in the field. Perhaps because Albert Einstein received his PhD there and, for a time, Wernher Von Braun Ley, Willy. Rockets, Missiles, and Men in Space.",Leon Stanislaw Jablecki#23,9,,Albert Einstein graduated From ETH Zurich ,https://en.wikipedia.org/wiki/Leon Stanislaw Jablecki
2011674204,False,finalized,3,11/16/2018 19:27:31,3,1.0,ESPCI Paris,"5 researchers and alumni from ESPCI Paris have been awarded the Nobel Prize:  Pierre and Marie Curie (Physics, 1903),. Marie Curie - second Nobel Prize (Chemistry, 1911),. Frédéric Joliot-Curie (Chemistry, 1935),.",ESPCI Paris#4,54,,Henri Becquerel has Won Prize Nobel Prize Marie Curie has Won Prize Nobel Prize Irene Joliot-Curie has Won Prize Nobel Prize ,https://en.wikipedia.org/wiki/ESPCI Paris
2011674205,False,finalized,3,11/16/2018 21:36:09,0,0.6667,Arnold Schwarzenegger,"In 2004, the ""Amend for Arnold"" campaign was launched, featuring a website and TV advertising promotion. In June 2007, Schwarzenegger was featured on the cover of TIME magazine with Michael Bloomberg, and subsequently, the two joked about a Presidential ticket together. In October 2013, the New York Post reported that Schwarzenegger was exploring a future run for president.",Arnold Schwarzenegger#396,19,,Arnold Schwarzenegger is Leader Of California ,https://en.wikipedia.org/wiki/Arnold Schwarzenegger
